ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGIDS
22	Inapari	mouth	namá-ti 	namá-ti	n a m á/a + t i	617 618
23	Apurina	mouth	-nama 	-nama	n a m a	617
24	Yine	mouth	-nama 	-nama	n a m a	617
144	ProtoPurus	name	*-hɨwaka	hɨwaka	h ɨ w a k a	623
145	Inapari	name	ɨwáʔa-ti 	ɨwáʔa-ti	ɨ w á/a ʔ a + t i	623 624
146	Apurina	name	-(h)iwãka 	-iwãka	i w ã k a	623
147	Yine	name	-hiwaka / hiwak-ʧi 	-hiwaka	h i w a k a	623
115	ProtoPurus	navel	*-puru	puru	p u r u	629
116	Inapari	navel	purú-hɨ-ti 	purú-hɨ-ti	p u r ú/u + h ɨ + t i	629 630 631
117	Yine	navel	hi-plo 	hi-plo	h i + p l o	630 629
107	ProtoPurus	neck	*-nu-	nu	n u	636
108	Inapari	neck	nu-pi-tí 	nu-pi-tí	n u + p i + t í/i	636 638 639
109	Apurina	neck	-no-kɨ / -no-pi 	-no-kɨ	n o + k ɨ	636 637
110	Yine	neck	hi-no-çi / no-ʃ-ʧi	hi-no-çi	h i + n o + ç i	640 636 641
233	ProtoPurus	nephew/niece	*-parikare-	parikare	p a r i k a r e	646
234	Inapari	nephew/niece	pariʔare-ró-ti 	pariʔare-ró-ti	p a r i ʔ a r e + r ó/o + t i	646 647 648
235	Yine	nephew/niece	palikle-rɨ 	palikle-rɨ	p a l i k l e + r ɨ	646 647
236	ProtoPurus	nephew/niece	*-parikare-	parikare	p a r i k a r e	646
237	Inapari	nephew/niece	pariʔare-rí-ti 	pariʔare-rí-ti	p a r i ʔ a r e + r í/i + t i	646 647 648
155	ProtoPurus	nest	*sijari	sijari	s i j a r i	657
156	Inapari	nest	ijári-ti 	ijári-ti	i j á/a r i + t i	657 658
157	Yine	nest	hi-ʃale 	hi-ʃale	h i + ʃ a l e	659 660
667	ProtoPurus	new	*herutɨ	herutɨ	h e r u t ɨ	663
668	Inapari	new	herúʧi 	herúʧi	h e r ú/u tʃ i	663
669	Yine	new	herotɨ 	herotɨ	h e r o t ɨ	663
483	ProtoPurus	night	*jatsi	jatsi	j a ts i	667
484	Inapari	night	játi 	játi	j á/a t i	667
485	Yine	night	jeʧ-no 	jeʧ-no	j e tʃ + n o	667 668
37	ProtoPurus	nose	*-kiri	kiri	k i r i	672
38	Inapari	nose	hirí-ti 	hirí-ti	h i r í/i + t i	672 673
39	Apurina	nose	-kiri 	-kiri	k i r i	672
40	Yine	nose	hi-çri 	hi-çri	h i + ç r i	672 674
406	ProtoPurus	owl	*musa	musa	m u s a	679
407	Inapari	owl	muã́ 	muã́	m u ã́/ã	679
408	Apurina	owl	musa 	musa	m u s a	679
409	Yine	owl	mosa 	mosa	m o s a	679
256	ProtoPurus	paca (rodent sp.)	*kajatɨ	kajatɨ	k a j a t ɨ	684
257	Inapari	paca (rodent sp.)	ajáʧi 	ajáʧi	a j á/a tʃ i	684
258	Apurina	paca (rodent sp.)	kajatɨ 	kajatɨ	k a j a t ɨ	684
259	Yine	paca (rodent sp.)	kajatɨ 	kajatɨ	k a j a t ɨ	684
517	ProtoPurus	pain	*katsinu-	katsinu	k a ts i n u	689
518	Inapari	pain	atinu-rí 	atinu-rí	a t i n u + r í/i	689 690
519	Yine	pain	kaʧino-lɨ 	kaʧino-lɨ	k a tʃ i n o + l ɨ	689 690
414	ProtoPurus	palm (sp.)	*kuna	kuna	k u n a	695
415	Inapari	palm (sp.)	úna 	úna	ú/u n a	695
416	Apurina	palm (sp.)	kona-kɨ 	kona-kɨ	k o n a + k ɨ	695 696
417	Yine	palm (sp.)	kona 	kona	k o n a	695
158	ProtoPurus	path	*hatɨnɨ	hatɨnɨ	h a t ɨ n ɨ	701
159	Inapari	path	haʧiní 	haʧiní	h a tʃ i n í/i	701
160	Yine	path	hatnɨ-hapo / r-atnɨ-hapo-te 	hatnɨ-hapo	h a t n ɨ + h a p o	701 702
161	ProtoPurus	path2	*-hapO	hapO	h a p O/o	706
162	Apurina	path2	-ãpo-rɨ 	-ãpo-rɨ	ã p o + r ɨ	706 707
163	Yine	path2	hatnɨ-hapo 	hatnɨ-hapo	h a t n ɨ + h a p o	708 706
275	ProtoPurus	peccary (sp.)1	*meriti	meriti	m e r i t i	712
276	Inapari	peccary (sp.)1	meríʧi	meríʧi	m e r í/i tʃ i	712
277	Apurina	peccary (sp.)1	meriti	meriti	m e r i t i	712
278	Yine	peccary (sp.)1	mrici  	mrici	m r i c/tʃ i	712
279	ProtoPurus	peccary (sp.)2	*hirarɨ	hirarɨ	h i r a r ɨ	717
280	Inapari	peccary (sp.)2	hirári 	hirári	h i r á/a r i	717
281	Apurina	peccary (sp.)2	irarɨ 	irarɨ	i r a r ɨ	717
282	Yine	peccary (sp.)2	hijalɨ	hijalɨ	h i j a l ɨ	717
464	ProtoPurus	pepper	*kumarɨ	kumarɨ	k u m a r ɨ	722
465	Inapari	pepper	umarí 	umarí	u m a r í/i	722
466	Yine	pepper	komlɨ 	komlɨ	k o m l ɨ	722
182	ProtoPurus	person	*kakɨtɨ	kakɨtɨ	k a k ɨ t ɨ	726
183	Inapari	person	ahɨ́ʧi 	ahɨ́ʧi	a h ɨ́/ɨ tʃ i	726
184	Apurina	person	kãkɨtɨ 	kãkɨtɨ	k ã k ɨ t ɨ	726
185	Yine	person	kaçitɨ 	kaçitɨ	k a ç i t ɨ	726
253	ProtoPurus	pet	*-pɨra	pɨra	p ɨ r a	731
254	Apurina	pet	-pɨra 	-pɨra	p ɨ r a	731
255	Yine	pet	pra-ʧi 	pra-ʧi	p r a + tʃ i	731 732
374	ProtoPurus	piraña (fish sp.)	*huma	huma	h u m a	736
375	Inapari	piraña (fish sp.)	humá 	humá	h u m á/a	736
376	Apurina	piraña (fish sp.)	oma 	oma	o m a	736
377	Yine	piraña (fish sp.)	homa 	homa	h o m a	736
641	ProtoPurus	pregnant	*-mɨsi-	mɨsi	m ɨ s i	741
642	Inapari	pregnant	amirú 	amirú	a m i r ú/u	742
643	Apurina	pregnant	-miʃi 	-miʃi	m i ʃ i	741
644	Yine	pregnant	ka-mʃi-ro / mɨʃi-w-lɨ 	ka-mʃi-ro	k a + m ʃ i + r o	743 741 744
704	ProtoPurus	progressive	*-nanɨ	nanɨ	n a n ɨ	748
705	Apurina	progressive	-nanɨ 	-nanɨ	n a n ɨ	748
706	Yine	progressive	-nanɨ 	-nanɨ	n a n ɨ	748
179	ProtoPurus	raft	*pɨmarɨ	pɨmarɨ	p ɨ m a r ɨ	752
180	Inapari	raft	pɨmári 	pɨmári	p ɨ m á/a r i	752
181	Yine	raft	pɨmlɨ 	pɨmlɨ	p ɨ m l ɨ	752
502	ProtoPurus	rain	*hina	hina	h i n a	756
503	Inapari	rain	hiná 	hiná	h i n á/a	756
504	Yine	rain	hina 	hina	h i n a	756
492	ProtoPurus	rainbow	*kɨsi	kɨsi	k ɨ s i	760
493	Apurina	rainbow	kɨsi 	kɨsi	k ɨ s i	760
494	Yine	rainbow	kʃi 	kʃi	k ʃ i	760
263	ProtoPurus	rat	*kutsi	kutsi	k u ts i	764
264	Inapari	rat	utí 	utí	u t í/i	764
265	Apurina	rat	koʧi 	koʧi	k o tʃ i	764
266	Yine	rat	koʧi 	koʧi	k o tʃ i	764
171	ProtoPurus	rope	*-tsa	tsa	ts a	769
172	Inapari	rope	i-tá 	i-tá	i + t á/a	770 769
173	Apurina	rope	-tsa 	-tsa	ts a	769
174	Yine	rope	hi-tsa 	hi-tsa	h i + ts a	771 769
352	ProtoPurus	scorpion	*hekuru	hekuru	h e k u r u	776
353	Inapari	scorpion	heʔurú 	heʔurú	h e ʔ u r ú/u	776
354	Yine	scorpion	heklo 	heklo	h e k l o	776
429	ProtoPurus	seed	*-kɨ	kɨ	k ɨ	780
430	Inapari	seed	-raná-hɨ 	-raná-hɨ	r a n á/a + h ɨ	781 782
431	Apurina	seed	-kɨ 	-kɨ	k ɨ	780
432	Yine	seed	hi-çi 	hi-çi	h i + ç i	782 783
433	ProtoPurus	shell/husk	*-pata	pata	p a t a	787
434	Inapari	shell/husk	 páʧa	páʧa	p á/a tʃ a	787
435	Yine	shell/husk	hi-pata 	hi-pata	h i + p a t a	788 787
89	ProtoPurus	shin	*-paru	paru	p a r u	792
90	Inapari	shin	parú-ti 	parú-ti	p a r ú/u + t i	792 793
91	Yine	shin	hi-palo-çi 	hi-palo-çi	h i + p a l o + ç i	794 792 795
649	ProtoPurus	shy	*-pate-	pate	p a t e	799
650	Inapari	shy	a-pate-rí 	a-pate-rí	a + p a t e + r í/i	801 799 802
651	Apurina	shy	-pate-ta 	-pate-ta	p a t e + t a	799 800
652	Yine	shy	pate-wa-ta 	pate-wa-ta	p a t e + w a + t a	799 803 800
111	ProtoPurus	skin	*-mata	mata	m a t a	809
112	Inapari	skin	maʧá-ti 	maʧá-ti	m a tʃ á/a + t i	809 810
113	Apurina	skin	-mata 	-mata	m a t a	809
114	Yine	skin	hi-mta 	hi-mta	h i + m t a	811 809
298	ProtoPurus	sloth	*makara	makara	m a k a r a	816
299	Inapari	sloth	maʔára 	maʔára	m a ʔ á/a r a	816
300	Apurina	sloth	makara 	makara	m a k a r a	816
461	ProtoPurus	smoked (meat)	*hurutɨ	hurutɨ	h u r u t ɨ	820
462	Inapari	smoked (meat)	hurúʧi 	hurúʧi	h u r ú/u tʃ i	820
463	Yine	smoked (meat)	holotɨ 	holotɨ	h o l o t ɨ	820
301	ProtoPurus	snake	*hɨmenɨ	hɨmenɨ	h ɨ m e n ɨ	824
302	Inapari	snake	himení 	himení	h i m e n í/i	824
303	Apurina	snake	ɨmɨnɨ 	ɨmɨnɨ	ɨ m ɨ n ɨ	824
304	Yine	snake	himnɨ 	himnɨ	h i m n ɨ	824
212	ProtoPurus	son	*-tɨrɨ	tɨrɨ	t ɨ r ɨ	829
213	Inapari	son	tɨrɨ́-ti 	tɨrɨ́-ti	t ɨ r ɨ́/ɨ + t i	829 830
214	Yine	son	hi-tɨrɨ 	hi-tɨrɨ	h i + t ɨ r ɨ	831 829
349	ProtoPurus	spider	*pɨtahana	pɨtahana	p ɨ t a h a n a	835
350	Inapari	spider	pɨʧaána 	pɨʧaána	p ɨ tʃ a á/a n a	835
351	Yine	spider	pɨthana	pɨthana	p ɨ tʰ a n a	835
186	ProtoPurus	spirit/soul	*kama-ti	kama-ti	k a m a + t i	839 840
187	Inapari	spirit/soul	amáti 	amáti	a m á/a t i	839
188	Apurina	spirit/soul	kamaʧi 	kamaʧi	k a m a tʃ i	839
189	Yine	spirit/soul	kamʧi 	kamʧi	k a m tʃ i	839
514	ProtoPurus	stone	*sutarɨ	sutarɨ	s u t a r ɨ	845
515	Inapari	stone	huʧárí-sí 	huʧárí-sí	h u tʃ á/a r í/i + s í/i	845 846
516	Yine	stone	sotlɨ 	sotlɨ	s o t l ɨ	845
475	ProtoPurus	sun	*atukatsi	atukatsi	a t u k a ts i	850
476	Inapari	sun	tuʔatí 	tuʔatí	t u ʔ a t í/i	850
477	Apurina	sun	atokaʧi 	atokaʧi	a t o k a tʃ i	850
478	Yine	sun	tkaʧi 	tkaʧi	t k a tʃ i	850
448	ProtoPurus	sweet potato	*kɨparɨ	kɨparɨ	k ɨ p a r ɨ	855
449	Inapari	sweet potato	hɨpári 	hɨpári	h ɨ p á/a r i	855
450	Apurina	sweet potato	kɨparɨ 	kɨparɨ	k ɨ p a r ɨ	855
451	Yine	sweet potato	çipalɨ 	çipalɨ	ç i p a l ɨ	855
118	ProtoPurus	tail	*-si-pi	si-pi	s i + p i	860 862
119	Inapari	tail	ipi-tí 	ipi-tí	i p i + t í/i	860 861
120	Apurina	tail	-ʃipi 	-ʃipi	ʃ i p i	860
121	Yine	tail	hi-nʃi / nʃi-ʧi 	hi-nʃi	h i + n ʃ i	860 863
286	ProtoPurus	tapir	*kema	kema	k e m a	868
287	Inapari	tapir	hamá 	hamá	h a m á/a	868
288	Apurina	tapir	kema 	kema	k e m a	868
289	Yine	tapir	çema 	çema	ç e m a	868
324	ProtoPurus	termite	*kamara	kamara	k a m a r a	873
325	Inapari	termite	amará-hɨ 	amará-hɨ	a m a r á/a + h ɨ	873 874
326	Apurina	termite	kamara 	kamara	k a m a r a	873
327	Yine	termite	kamla 	kamla	k a m l a	873
83	ProtoPurus	thigh	*-puri	puri	p u r i	879
84	Inapari	thigh	purí-na-ti 	purí-na-ti	p u r í/i + n a + t i	879 881 882
85	Apurina	thigh	-pori-ke 	-pori-ke	p o r i + k e	879 880
686	ProtoPurus	three	*mapa	mapa	m a p a	886
687	Inapari	three	mapá 	mapá	m a p á/a	886
688	Yine	three	mapa 	mapa	m a p a	886
355	ProtoPurus	tick	*kuparɨ	kuparɨ	k u p a r ɨ	890
356	Inapari	tick	upári 	upári	u p á/a r i	890
357	Yine	tick	koplɨ 	koplɨ	k o p l ɨ	890
524	ProtoPurus	to arrive	*-apuka	apuka	a p u k a	894
525	Inapari	to arrive	r-apúʔa-ma	r-apúʔa-ma	r + a p ú/u ʔ a + m a	895 894 896
526	Apurina	to arrive	-apoka 	-apoka	a p o k a	894
527	Yine	to arrive	hapok-lɨ / r-apoka 	hapok-lɨ	h a p o k + l ɨ	894 897
583	ProtoPurus	to bath	*-ka	ka	k a	905
584	Inapari	to bath	i-ʔáá-ma 	i-ʔáá-ma	i + ʔ áá/aː + m a	902 903 904
585	Yine	to bath	-ka-wa 	-ka-wa	k a + w a	905 906
520	ProtoPurus	to be/have	*-awa	awa	a w a	909
521	Inapari	to be/have	r-awa-ma 	r-awa-ma	r + a w a + m a	910 909 911
522	Apurina	to be/have	-awa 	-awa	a w a	909
523	Yine	to be/have	r-awa 	r-awa	r + a w a	910 909
570	ProtoPurus	to breathe	*-nani	nani	n a n i	918
571	Inapari	to breathe	i-naní-ma 	i-naní-ma	i + n a n í/i + m a	917 918 919
572	Yine	to breathe	hi-nni- 	hi-nni-	h i + n n i	920 918
567	ProtoPurus	to call	*-tuma-ha	tuma-ha	t u m a + h a	925 927
568	Inapari	to call	i-tumáá-ri 	i-tumáá-ri	i + t u m áá/aː + r i	924 925 926
569	Yine	to call	tomha-lɨ 	tomha-lɨ	t o mh/m̥ a + l ɨ	925 926
528	ProtoPurus	to come	*-ɨna	ɨna	ɨ n a	932
529	Inapari	to come	r-ɨna-ma	r-ɨna-ma	r + ɨ n a + m a	933 932 934
530	Apurina	to come	-ɨna 	-ɨna	ɨ n a	932
531	Yine	to come	r-ɨna 	r-ɨna	r + ɨ n a	933 932
564	ProtoPurus	to command	*-jukana	jukana	j u k a n a	941
565	Inapari	to command	i-juʔana-má-ri 	i-juʔana-má-ri	i + j u ʔ a n a + m á/a + r i	940 941 942 943
566	Yine	to command	jokan-rɨ 	jokan-rɨ	j o k a n + r ɨ	941 943
625	ProtoPurus	to cook	*-wara	wara	w a r a	949
626	Inapari	to cook	rɨ-wara-má-ri 	rɨ-wara-má-ri	r ɨ + w a r a + m á/a + r i	948 949 950 951
627	Yine	to cook	hi-wla-lɨ 	hi-wla-lɨ	h i + w l a + l ɨ	952 949 948
618	ProtoPurus	to die	*-ɨpɨna	ɨpɨna	ɨ p ɨ n a	957
619	Inapari	to die	r-ɨpɨná-ma 	r-ɨpɨná-ma	r + ɨ p ɨ n á/a + m a	959 957 960
620	Apurina	to die	ɨpɨ̃-pe 	ɨpɨ̃-pe	ɨ p ɨ̃/ɨ̃ + p e	957 958
621	Yine	to die	hipna-lɨ / r-ɨpna 	hipna-lɨ	h i p n a + l ɨ	957 961
590	ProtoPurus	to dig	*-sɨtu	sɨtu	s ɨ t u	967
591	Inapari	to dig	i-hɨtú-ma 	i-hɨtú-ma	i + h ɨ t ú/u + m a	966 967 968
592	Yine	to dig	sito-t-lɨ 	sito-t-lɨ	s i t o + t + l ɨ	967 969 970
551	ProtoPurus	to eat	*-nika	nika	n i k a	974
552	Inapari	to eat	i-niʔá-ma 	i-niʔá-ma	i + n i ʔ á/a + m a	975 974 976
553	Apurina	to eat	-ɲika 	-ɲika	ɲ i k a	974
554	Yine	to eat	-nika 	-nika	n i k a	974
607	ProtoPurus	to fear	*-pika	pika	p i k a	981
608	Inapari	to fear	i-piʔá-ma 	i-piʔá-ma	i + p i ʔ á/a + m a	982 981 983
609	Apurina	to fear	-pika 	-pika	p i k a	981
610	Yine	to fear	-pika 	-pika	p i k a	981
634	ProtoPurus	to fetch	*-apa	apa	a p a	988
635	Inapari	to fetch	r-apa-ʧí-má-ri 	r-apa-ʧí-má-ri	r + a p a + tʃ í/i + m á/a + r i	989 988 990 991 992
636	Apurina	to fetch	-apa 	-apa	a p a	988
637	Yine	to fetch	r-apa-t-lɨ 	r-apa-t-lɨ	r + a p a + t + l ɨ	989 988 990 992
631	ProtoPurus	to grind	*-juki	juki	j u k i	1000
632	Inapari	to grind	juhi-rí 	juhi-rí	j u h i + r í/i	1000 1001
633	Yine	to grind	joç-rɨ 	joç-rɨ	j o ç + r ɨ	1000 1001
545	ProtoPurus	to grow	*-tserɨ-ta	tserɨ-ta	ts e r ɨ + t a	1007 1008
546	Inapari	to grow	i-terí-ʧa-ma 	i-terí-ʧa-ma	i + t e r í/i + tʃ a + m a	1006 1007 1008 1009
547	Yine	to grow	i-tserɨ-wa-ta 	i-tserɨ-wa-ta	i + ts e r ɨ + w a + t a	1006 1007 1010 1008
596	ProtoPurus	to hear	*-kema	kema	k e m a	1017
597	Inapari	to hear	i-hama-má 	i-hama-má	i + h a m a + m á/a	1019 1017 1020
598	Apurina	to hear	-kema-ko 	-kema-ko	k e m a + k o	1017 1018
599	Yine	to hear	-çema / -çem-lɨ 	-çema	ç e m a	1017
622	ProtoPurus	to kill	*-hOka	hOka	h O/o k a	1025
623	Apurina	to kill	-oka 	-oka	o k a	1025
624	Yine	to kill	rɨ-hka-lɨ 	rɨ-hka-lɨ	r ɨ + h k a + l ɨ	1026 1025 1027
604	ProtoPurus	to learn	*-ɨma-ta	ɨma-ta	ɨ m a + t a	1032 1033
605	Inapari	to learn	r-ɨma-ʧa- 	r-ɨma-ʧa-	r + ɨ m a + tʃ a	1031 1032 1033
606	Yine	to learn	r-ɨma-ta- 	r-ɨma-ta-	r + ɨ m a + t a	1031 1032 1033
615	ProtoPurus	to lie down	*-kurɨ-ha	kurɨ-ha	k u r ɨ + h a	1044 1041
616	Inapari	to lie down	rɨ-ʔuri-a-ma 	rɨ-ʔuri-a-ma	r ɨ + ʔ u r i + a + m a	1040 1041 1042 1043
617	Yine	to lie down	hi-klɨh-lɨ 	hi-klɨh-lɨ	h i + k l ɨ h + l ɨ	1041 1045 1040
539	ProtoPurus	to pass	*-kunuha	kunuha	k u n u h a	1051
540	Inapari	to pass	rɨ-ʔunṹa-ma 	rɨ-ʔunṹa-ma	r ɨ + ʔ u n ṹ a + m a	1050 1051 1052
541	Yine	to pass	rɨ-knoha 	rɨ-knoha	r ɨ + k n o h a	1050 1051
593	ProtoPurus	to peel	*-taraha-	taraha	t a r a h a	1058
594	Inapari	to peel	i-ʧaraa-má-ri 	i-ʧaraa-má-ri	i + tʃ a r aː + m á/a + r i	1057 1058 1059 1060
595	Yine	to peel	talha-lɨ 	talha-lɨ	t a lh/l̥ a + l ɨ	1058 1060
586	ProtoPurus	to plant/put	*-taka	taka	t a k a	1065
587	Inapari	to plant/put	rɨ-ʧaʔa-ma 	rɨ-ʧaʔa-ma	r ɨ + tʃ a ʔ a + m a	1066 1065 1067
588	Apurina	to plant/put	-taka	-taka	t a k a	1065
589	Yine	to plant/put	rɨ-tak-lɨ 	rɨ-tak-lɨ	r ɨ + t a k + l ɨ	1066 1065 1068
532	ProtoPurus	to return	*-satuka	satuka	s a t u k a	1075
533	Inapari	to return	i-atuʔa-pa-má 	i-atuʔa-pa-má	i + a t u ʔ a + p a + m á/a	1074 1075 1076 1077
534	Yine	to return	satok-lɨ 	satok-lɨ	s a t o k + l ɨ	1075 1078
628	ProtoPurus	to roast	*-kuta	kuta	k u t a	1083
629	Inapari	to roast	i-ʔuʧa-má-ri 	i-ʔuʧa-má-ri	i + ʔ u tʃ a + m á/a + r i	1082 1083 1084 1085
630	Yine	to roast	kota-çi-t-lɨ 	kota-çi-t-lɨ	k o t a + ç i + t + l ɨ	1083 1086 1087 1085
558	ProtoPurus	to say	*-tsina	tsina	ts i n a	1093
559	Inapari	to say	i-tiná-ma 	i-tiná-ma	i + t i n á/a + m a	1092 1093 1094
560	Yine	to say	ʧin-rɨ / -ʧina 	ʧin-rɨ	tʃ i n + r ɨ	1093 1095
600	ProtoPurus	to see	*-eta	eta	e t a	1099
601	Inapari	to see	r-eʧá-ra-ma 	r-eʧá-ra-ma	r + e tʃ á/a + r a + m a	1100 1099 1101 1102
602	Apurina	to see	-eta[ma] 	-eta[ma]	e t a m a	1099
603	Yine	to see	r-et-lɨ 	r-et-lɨ	r + e t + l ɨ	1100 1099 1103
638	ProtoPurus	to sew	*-jutsa-ha	jutsa-ha	j u ts a + h a	1110 1113
639	Inapari	to sew	i-jutãã-rá-ma 	i-jutãã-rá-ma	i + j u t ãː + r á/a + m a	1109 1110 1111 1112
640	Yine	to sew	jotsha-lɨ 	jotsha-lɨ	j o tsʰ a + l ɨ	1110 1114
548	ProtoPurus	to sing	*-sika-	sika	s i k a	1118
549	Apurina	to sing	-ʃika 	-ʃika	ʃ i k a	1118
550	Yine	to sing	-ʃika-l-wa-ta 	-ʃika-l-wa-ta	ʃ i k a + l + w a + t a	1118 1119 1120 1121
611	ProtoPurus	to sleep	*-ɨmaka	ɨmaka	ɨ m a k a	1125
612	Inapari	to sleep	r-ɨmɨʔá-ma 	r-ɨmɨʔá-ma	r + ɨ m ɨ ʔ á/a + m a	1126 1125 1127
613	Apurina	to sleep	-ɨmaka 	-ɨmaka	ɨ m a k a	1125
614	Yine	to sleep	r-ɨmka 	r-ɨmka	r + ɨ m k a	1126 1125
561	ProtoPurus	to speak	*-tukanV-	tukanV	t u k a n V/ə	1134
562	Inapari	to speak	ri-tuʔána-ma 	ri-tuʔána-ma	r i + t u ʔ á/a n a + m a	1133 1134 1135
563	Yine	to speak	-tokanɨ-wa-ta 	-tokanɨ-wa-ta	t o k a n ɨ + w a + t a	1134 1136 1137
542	ProtoPurus	to step	*-akapa-	akapa	a k a p a	1142
543	Inapari	to step	r-aʔapa-á-ma 	r-aʔapa-á-ma	r + a ʔ a p a + á/a + m a	1141 1142 1143 1144
544	Yine	to step	h-akap-ʃo-lɨ 	h-akap-ʃo-lɨ	h + a k a p + ʃ o + l ɨ	1145 1142 1146 1147
555	ProtoPurus	to swallow	*-nikuru-ka	nikuru-ka	n i k u r u + k a	1152 1155
556	Inapari	to swallow	i-niʔuruʔa-má-ri	i-niʔuruʔa-má-ri	i + n i ʔ u r u ʔ a + m á/a + r i	1151 1152 1153 1154
557	Yine	to swallow	-niklok-lu 	-niklok-lu	n i k l o k + l u	1152 1156
579	ProtoPurus	to swim	*-hano-ha	hano-ha	h a n o + h a	1160 1163
580	Inapari	to swim	r-ano-ʔa-má 	r-ano-ʔa-má	r + a n o + ʔ a + m á/a	1162 1160 1163 1164
581	Apurina	to swim	-noã-ta 	-noã-ta	n o ã + t a	1160 1161
582	Yine	to swim	hanoh-lɨ / r-anoha-ta 	hanoh-lɨ	h a n o h + l ɨ	1160 1165
535	ProtoPurus	to walk	*-jana	jana	j a n a	1171
536	Inapari	to walk	i-janá-ma 	i-janá-ma	i + j a n á/a + m a	1172 1171 1173
537	Apurina	to walk	-jana 	-jana	j a n a	1171
538	Yine	to walk	jan-rɨ / jana 	jan-rɨ	j a n + r ɨ	1171 1174
573	ProtoPurus	to wash1	*-kipa	kipa	k i p a	1179
574	Inapari	to wash1	i-hipá-ma-ri 	i-hipá-ma-ri	i + h i p á/a + m a + r i	1180 1179 1181 1182
575	Apurina	to wash1	kipa 	kipa	k i p a	1179
576	ProtoPurus	to wash2	*-erOka	erOka	e r O/o k a	1186
577	Apurina	to wash2	eroka 	eroka	e r o k a	1186
578	Yine	to wash2	t-erka-lɨ 	t-erka-lɨ	t + e r k a + l ɨ	1187 1186 1188
33	ProtoPurus	tongue	*-nenɨ	nenɨ	n e n ɨ	1192
34	Inapari	tongue	není-pa-ti 	není-pa-ti	n e n í/i + p a + t i	1192 1193 1194
35	Apurina	tongue	-nɨnɨ 	-nɨnɨ	n ɨ n ɨ	1192
36	Yine	tongue	hi-nnɨ 	hi-nnɨ	h i + n n ɨ	1195 1192
410	ProtoPurus	tree	*haha-mɨna	haha-mɨna	h a h a + m ɨ n a	1201 1200
411	Inapari	tree	haámɨna 	haámɨna	h a á/a m ɨ n a	1200
412	Apurina	tree	ãamɨna 	ãamɨna	ã a m ɨ n a	1200
413	Yine	tree	hahmɨna 	hahmɨna	h a h m ɨ n a	1200
312	ProtoPurus	turtle	*sɨpɨrɨ	sɨpɨrɨ	s ɨ p ɨ r ɨ	1206
313	Inapari	turtle	hipɨ́rɨ 	hipɨ́rɨ	h i p ɨ́/ɨ r ɨ	1206
314	Apurina	turtle	sɨ̃pɨrɨ 	sɨ̃pɨrɨ	s ɨ̃/ɨ̃ p ɨ r ɨ	1206
315	Yine	turtle	sɨprɨ 	sɨprɨ	s ɨ p r ɨ	1206
682	ProtoPurus	two	*hepi	hepi	h e p i	1211
683	Inapari	two	hepí 	hepí	h e p í/i	1211
684	Apurina	two	epi 	epi	e p i	1211
685	Yine	two	hepi 	hepi	h e p i	1211
137	ProtoPurus	urine	*-tsɨnɨ-ha	tsɨnɨ-ha	ts ɨ n ɨ + h a	1216 1218
138	Inapari	urine	tɨnɨ́-ti 	tɨnɨ́-ti	t ɨ n ɨ́/ɨ + t i	1216 1217
139	Apurina	urine	-tsɨnãa 	-tsɨnãa	ts ɨ n ã a	1216
140	Yine	urine	-tsɨnha 	-tsɨnha	ts ɨ nh/n̥ a	1216
724	ProtoPurus	verbalizer	*-ta	ta	t a	1223
725	Inapari	verbalizer	-ʧa[hi]	-ʧa[hi]	tʃ a h i	1223
726	Apurina	verbalizer	-ta	-ta	t a	1223
727	Yine	verbalizer	-ta	-ta	t a	1223
151	ProtoPurus	village	*-puku	puku	p u k u	1229
152	Inapari	village	i-púʔú-ri 	i-púʔú-ri	i + p ú/u ʔ ú/u + r i	1230 1229 1231
153	Apurina	village	-awa-poko 	-awa-poko	a w a + p o k o	1228 1229
154	Yine	village	pok-ʧi 	pok-ʧi	p o k + tʃ i	1229 1232
328	ProtoPurus	wasp	*sanɨ	sanɨ	s a n ɨ	1237
329	Inapari	wasp	haní 	haní	h a n í/i	1237
330	Apurina	wasp	sanɨ 	sanɨ	s a n ɨ	1237
331	Yine	wasp	sanɨ 	sanɨ	s a n ɨ	1237
499	ProtoPurus	water	*hunɨ	hunɨ	h u n ɨ	1242
500	Inapari	water	huní 	huní	h u n í/i	1242
501	Yine	water	honɨ 	honɨ	h o n ɨ	1242
661	ProtoPurus	wet	*potseja-	potseja	p o ts e j a	1246
662	Inapari	wet	potejá-má-ri 	potejá-má-ri	p o t e j á/a + m á/a + r i	1246 1247 1248
663	Yine	wet	potsja-lɨ 	potsja-lɨ	p o ts j a + l ɨ	1246 1248
489	ProtoPurus	wind	*hitima	hitima	h i t i m a	1254
490	Inapari	wind	hiʧíma 	hiʧíma	h i tʃ í/i m a	1254
491	Apurina	wind	i~tima 	i	i	1253
122	ProtoPurus	wing	*-mekɨ	mekɨ	m e k ɨ	1257
123	Inapari	wing	mehɨ́-ʧa-pi-ti 	mehɨ́-ʧa-pi-ti	m e h ɨ́/ɨ + tʃ a + p i + t i	1257 1258 1259 1260
124	Apurina	wing	-mekɨ 	-mekɨ	m e k ɨ	1257
125	Yine	wing	hi-meçi 	hi-meçi	h i + m e ç i	1261 1257
